incidentid,callnum,received,description,latitude,longitude,county,address,fk_stationid
216084,141104116,"2014-11-27 19:51:46","MVA-INJURY ACCID",45.4439340867121,-123.184869876481,W,"SW PATTON VALLEY RD/SW DUNDEE RD",3
218804,141201858,"2014-12-12 16:43:07","MVA-INJURY ACCID",45.4372427700635,-123.138901141704,W,"ONION LN & SW GASTON RD",3
226434,150101713,"2015-01-11 14:18:10","MVA-INJURY ACCID",45.4372318758859,-123.139851726478,W,"MAIN/201 FRONT",3
227191,150102153,"2015-01-14 09:44:22","MVA-INJURY ACCID",45.4741794865911,-123.124180144935,W,"6298 FERN HILL/6364 SPRING HILL",3
229145,150102958,"2015-01-19 09:19:25","MVA-INJURY ACCID",45.4850424457525,-123.20673655681,W,"4898 HERR/51100 SCOGGINS VALLEY",3
230291,150103614,"2015-01-23 18:26:39","MVA-INJURY ACCID",45.4439340867121,-123.184869876481,W,"49300 PATTON VALLEY/49300 DUNDEE",3
247629,150304720,"2015-03-31 19:04:20","MVA-INJURY ACCID",45.4717240848124,-123.141500941332,W,"6670 OLD HWY 47/45120 ETTERS",3
252376,150402866,"2015-04-19 15:21:22","MVA-UNK INJURY",45.413698940025,-123.237747043398,W,"11951 FORD/27199 MOUNT RICHMOND",3
256933,150500891,"2015-05-06 14:59:10","MVA-UNK INJURY",45.4168941633236,-123.133900791072,W,"27719 HWY 47/1861 GOODIN CREEK",3
257070,150500965,"2015-05-07 05:56:36","MVA-UNK INJURY",45.5036508208325,-123.236510530636,W,"54400 SCOGGINS VALLEY/2198 STEPIEN",3
257328,150501123,"2015-05-07 20:57:25","MVA-INJURY ACCID",45.4883608969256,-123.236577676032,W,"HAGG LAKE (RAMP C)",3
268374,150602016,"2015-06-11 15:43:11","MVA-INJURY ACCID",45.4440174595462,-123.177544741032,W,"SW HEARTLAND DR & SW DUNDEE RD",3
271440,150603924,"2015-06-22 06:50:39","MVA-INJURY ACCID",45.4022829516964,-123.102099445152,W,"NE CUNNINGHAM LN & SW SPRING HILL RD",3
288115,150802561,"2015-08-15 10:28:33","MVA-UNK INJURY",45.4187736182347,-123.051992206975,W,"SW BALD PEAK RD & DEAD END",3
288635,150802895,"2015-08-17 06:57:43","MVA-INJURY ACCID",45.3988098774421,-123.241350640612,W,"NW HACKER RD & NW FORD RD",3
295784,150901904,"2015-09-12 17:55:19","MVA-INJURY ACCID",45.4850424457525,-123.20673655681,W,"4898 HERR/51098 SCOGGINS VALLEY",3
298521,150903647,"2015-09-23 16:06:24","MVA-INJURY ACCID",45.4404595619721,-123.122600385169,W,"43798 GASTON/10998 SPRING HILL",3
298692,150903736,"2015-09-24 08:09:30","MVA-INJURY ACCID",45.4573692921461,-123.143048608069,W,"8798 HWY 47/ 24",3
301107,151000364,"2015-10-03 05:40:14","MVA-INJURY ACCID",45.421731656177,-123.068347007396,W,"SW BALD PEAK RD & SW PARMELE RD",3
301933,151000894,"2015-10-06 13:00:17","MVA-INJURY ACCID",45.4650288207022,-123.188514513393,W,"SW MILL RD & SW STIMSON MAINLINE RD",3
302566,151001274,"2015-10-08 16:22:17","MVA-UNK INJURY",45.4491251392443,-123.15128150881,W,"9898 OLD HWY 47/46000 PATTON VALLEY",3
302884,151001446,"2015-10-09 18:36:22","MVA-INJURY ACCID",45.447851182065,-123.252004493601,W,"55700 LEE FALLS/10098 SUMMIT",3
305629,151003037,"2015-10-19 20:59:34","MVA-UNK INJURY",45.4329956014844,-123.138863839026,W,"29925 HWY 47/29901 OLSON",3
313485,151102497,"2015-11-16 18:45:05","MVA-INJURY ACCID",45.4470906948524,-123.224189113617,W,"SW MOUNT RICHMOND RD & SW LEE RD",3
313487,151102499,"2015-11-16 18:59:37","MVA-INJURY ACCID",45.4322053967457,-123.138858348318,W,"NW COUNTRY LN & NW OLSON RD",3
316784,151104419,"2015-11-27 21:21:13","MVA-INJURY ACCID",45.3885096448693,-123.219145269941,W,"23751 GERRISH VALLEY/9201 PLEASANT SMITH",3
320807,151201741,"2015-12-10 11:12:51","MVA-UNK INJURY",45.4463734457823,-123.142089048915,W,"10198 HWY 47/45098 PATTON",3
325889,151204692,"2015-12-27 14:08:07","MVA-INJURY ACCID",45.4168941633236,-123.133900791072,W,"27719 HWY 47/1861 GOODIN CREEK",3
328059,160100506,"2016-01-03 18:40:33","MVA-UNK INJURY",45.4463734457823,-123.142089048915,W,"10198 HWY 47/45098 PATTON",3
328989,160101027,"2016-01-06 14:23:20","MVA-UNK INJURY",45.4484168617358,-123.234658624756,W,"9998 LEE/54200 PATTON VALLEY",3
330713,160102057,"2016-01-13 10:07:16","MVA-UNK INJURY",45.4200974855012,-123.105151160863,W,"41598 LAURELWOOD/13998 SPRING HILL",3
338801,160201867,"2016-02-12 20:16:07","MVA-INJURY ACCID",45.4380721719054,-123.140303925837,W,"ACE TAVERN",3
343056,160204396,"2016-02-28 19:14:09","MVA-INJURY ACCID",45.4444711605743,-123.154358638028,W,"46356 PATTON VALLEY/46398 BATES",3
348065,160302687,"2016-03-17 10:13:36","MVA-INJURY ACCID",45.4339284605924,-123.139109811378,W,"499 FRONT/1 COTTONWOOD",3
353755,160400965,"2016-04-06 16:03:02","MVA-INJURY ACCID",45.4412916202316,-123.140878340266,W,"10928 HWY 47/ 26",3
356880,160402875,"2016-04-17 08:27:15","MVA-UNK INJURY",45.4361116969252,-123.219176525479,W,"SW MOUNT RICHMOND RD & SW CHERRY GROVE DR",3
369283,160505072,"2016-05-30 15:35:10","MVA-INJURY ACCID",45.4230933478238,-123.136646856856,W,"NW MATTESON RD & NW MATTESON RD",3
369614,160505312,"2016-05-31 21:02:55","MVA-INJURY ACCID",45.4086821235445,-123.097027504097,W,"DEAD END & SW SPRING HILL RD",3
369647,160600009,"2016-06-01 02:52:25","MVA-INJURY ACCID",45.4166573014221,-123.056331324965,W,"SW BALD PEAK RD & SW PARMELE RD",3
373862,160602830,"2016-06-17 13:03:03","MVA-INJURY ACCID",45.4444711605743,-123.154358638028,W,"46356 PATTON VALLEY/46398 BATES",3
376597,160604486,"2016-06-26 21:26:04","MVA-INJURY ACCID",45.4464994789056,-123.246340489775,W,"SW BIRCH ST & SW HORNER LN",3
378956,160700602,"2016-07-04 13:08:44","MVA-INJURY ACCID",45.42975513614,-123.138128854789,W,"29499 HWY 47/2251 COUNTRY",3
384067,160703674,"2016-07-21 08:12:10","MVA-INJURY ACCID",45.4227612806563,-123.072239657912,W,"SW BALD PEAK RD & SW PARMELE RD",3
385048,160704296,"2016-07-24 14:39:09","MVA-UNK INJURY",45.4500234107861,-123.182412690108,W,"SW HEARTLAND DR & SW DUNDEE RD",3
395740,160804997,"2016-08-25 16:05:02","MVA-UNK INJURY",45.4329956014844,-123.138863839026,W,"29925 HWY 47/29901 OLSON",3
396499,160805468,"2016-08-27 19:51:53","MVA-INJURY ACCID",45.4325543982738,-123.097478584431,W,"SW LANGLEY DR & SW THEODORE PL",3
401939,160903239,"2016-09-17 18:49:30","MVA-INJURY ACCID",45.4298985539197,-123.110631659437,W,"12600 SPRING HILL/42108 LASALLE",3
405321,160905706,"2016-09-30 17:13:17","MVA-INJURY ACCID",45.4329956014844,-123.138863839026,W,"29901 OLSON/29925 HWY 47",3
407535,161001393,"2016-10-08 23:11:08","MVA-UNK INJURY",45.4050610954434,-123.052491240127,W,"36478 BALD PEAK/36498 ORCHAEDIA",3
358,131101391,"2013-11-10 22:53:13","MVA-INJURY ACCID",45.3442022516611,-122.743823215654,W,"SW 65TH AV/SW SUNRIDGE CT",5
1988,131102672,"2013-11-20 15:15:19","MVA-UNK INJURY",45.3699024089905,-122.706169905955,W,"I205 FY NB/SW STAFFORD RD",5
2339,131102920,"2013-11-22 08:41:03","MVA-UNK INJURY",45.3363801292392,-122.743791331665,W,"SW 65TH AV/SW ELLIGSEN RD",5
2494,131103024,"2013-11-22 20:05:25","MVA-UNK INJURY",45.371735123566,-122.743907920646,W,"I205 FY NB/SW 65TH AV",5
2933,131103337,"2013-11-25 08:49:10","MVA-INJURY ACCID",45.3366543791981,-122.773155766973,W,"25336 SW 95TH AV",5
3836,131103939,"2013-11-29 13:32:26","MVA-INJURY ACCID",45.3376903565581,-122.771419119772,W,"9150 SW PIONEER CT",5
4279,131200115,"2013-12-01 20:23:22","MVA-UNK INJURY",45.3361117059039,-122.769527660262,W,"I5 FY SB/SW ELLIGSEN RD",5
4285,131200119,"2013-12-01 20:42:27","MVA-UNK INJURY",45.3655137158566,-122.759045639859,W,"I5 FY NB/EXIT 288 (I205 NB)",5
4287,131200117,"2013-12-01 20:28:58","MVA-INJURY ACCID",45.3335649979285,-122.769546802219,W,"I5 FY SB/286 MP",5
4333,131200151,"2013-12-02 06:44:00","MVA-INJURY ACCID",45.3335846694765,-122.769107984276,W,"I5 FY NB/286 MP",5
5110,131200663,"2013-12-05 17:25:44","MVA-INJURY ACCID",45.3057853499095,-122.76956827122,W,"EXIT 283 (WILSONVILL/I5 FY SB",5
7198,131202076,"2013-12-12 08:44:20","MVA-INJURY ACCID",45.3324887911946,-122.769854046868,W,"SW BOONES FERRY RD/SW RIDDER RD",5
7646,131202375,"2013-12-13 21:09:45","MVA-INJURY ACCID",45.3217860443367,-122.772422591563,W,"SW 95TH AV/SW HILLMAN CT",5
7960,131202578,"2013-12-15 12:56:54","MVA-INJURY ACCID",45.3403535994193,-122.768704531452,W,"I5 FY NB/ELLIGSEN N OF",5
7965,131202584,"2013-12-15 13:16:47","MVA-UNK INJURY",45.3335846694765,-122.769107984276,W,"I5 FY NB/286 MP",5
8643,131203030,"2013-12-18 12:45:24","MVA-UNK INJURY",45.3699024089905,-122.706169905955,W,"I205 FY NB/SW STAFFORD RD",5
9389,131203218,"2013-12-19 17:01:51","MVA-INJURY ACCID",45.3706200813582,-122.747741179159,W,"I205 FY NB/I5-I205 RA SB",5
9452,131203219,"2013-12-19 17:12:15","MVA-INJURY ACCID",45.370467051859,-122.74840858667,W,"I205 FY NB/1 MP",5
15132,131203760,"2013-12-23 12:26:26","MVA-UNK INJURY",45.3858766481275,-122.751474334471,W,"I5 FY SB/NYBERG N OF",5
21538,131204439,"2013-12-28 05:25:46","MVA-INJURY ACCID",45.3558451222306,-122.743787719254,W,"SW 65TH AV/SW NORWOOD RD",5
23105,131204612,"2013-12-29 12:53:48","MVA-INJURY ACCID",45.2758276970722,-122.773140661941,W,"I5 FY SB/282 MP",5
34110,140100957,"2014-01-07 07:24:27","MVA-UNK INJURY",45.3764338210747,-122.754748771341,W,"I5 FY NB/I205 N OF",5
36385,140101241,"2014-01-09 07:33:44","MVA-INJURY ACCID",45.3537102602062,-122.763877832618,W,"I5 FY NB/SW NORWOOD RD",5
50442,140102788,"2014-01-20 09:11:29","MVA-UNK INJURY",45.3174559770209,-122.769527491138,W,"SW BOECKMAN RD/I5 FY SB",5
55821,140103409,"2014-01-24 16:26:01","MVA-INJURY ACCID",45.3709577600362,-122.709640315992,W,"I205 FY NB/3 MP",5
56206,140103452,"2014-01-24 21:32:20","MVA-UNK INJURY",45.3795094606659,-122.753504018481,W,"I5 FY NB/NYBERG OFF RA",5
64714,140104474,"2014-01-31 22:16:46","MVA-UNK INJURY",45.3360129440839,-122.769111338338,W,"I5 FY NB/SW ELLIGSEN RD",5
65619,140200093,"2014-02-01 15:58:47","MVA-INJURY ACCID",45.3209845484468,-122.757735315188,W,"SW CANYON CR RD N/SW COPPER C LP",5
71679,140200893,"2014-02-06 14:48:03","MVA-UNK INJURY",45.3751726546089,-122.755255532493,W,"I5 FY NB/289 MP",5
71789,140200905,"2014-02-06 15:31:33","MVA-UNK INJURY",45.3699024089905,-122.706169905955,W,"I205 FY NB/SW STAFFORD RD",5
76864,140201548,"2014-02-09 21:25:35","MVA-UNK INJURY",45.3685129546681,-122.758339404214,W,"I205-I5 RA SB/I5 FY SB",5
78805,140201782,"2014-02-11 10:22:11","MVA-INJURY ACCID",45.3192455906085,-122.769497646402,W,"I5 FY SB/285 MP",5
79076,140201781,"2014-02-11 10:22:12","MVA-INJURY ACCID",45.3057853499095,-122.76956827122,W,"I5 FY SB/EXIT 283 (WILSONVIL",5
81401,140202502,"2014-02-16 07:08:34","MVA-INJURY ACCID",45.3335846694765,-122.769107984276,W,"I5 FY NB/286 MP",5
82121,140202902,"2014-02-19 03:04:09","MVA-INJURY ACCID",45.338792544662,-122.74823994281,W,"6985 SW ELLIGSEN RD",5
82334,140203041,"2014-02-19 22:22:50","MVA-INJURY ACCID",45.3410139889506,-122.737787575774,W,"24775 SW GAGE RD",5
83170,140203583,"2014-02-23 17:41:45","MVA-INJURY ACCID",45.3398004953358,-122.740630666558,W,"25015 SW STAFFORD RD",5
85207,140300609,"2014-03-05 12:30:17","MVA-INJURY ACCID",45.3706200813582,-122.747741179159,W,"I205 FY NB/I5-I205 RA NB",5
85490,140300785,"2014-03-06 13:04:53","MVA-INJURY ACCID",45.3753169724378,-122.767547937945,W,"SW BOONES FERRY RD/SW SAGERT ST",5
86572,140301509,"2014-03-11 13:28:26","MVA-INJURY ACCID",45.3361117059039,-122.769527660262,W,"I5 FY SB/SW ELLIGSEN RD",5
86574,140301510,"2014-03-11 13:30:35","MVA-INJURY ACCID",45.3335649979285,-122.769546802219,W,"286 MP/I5 FY SB",5
86577,140301513,"2014-03-11 13:41:08","MVA-UNK INJURY",45.3361117059039,-122.769527660262,W,"I5 FY SB/SW ELLIGSEN RD",5
87605,140302234,"2014-03-16 03:26:23","MVA-UNK INJURY",45.3614349924578,-122.760783199498,W,"I5 FY NB/288 MP",5
88172,140302608,"2014-03-18 13:49:29","MVA-INJURY ACCID",45.2894323551109,-122.769255484824,W,"I5 FY NB/283 MP",5
88665,140302934,"2014-03-20 15:44:18","MVA-UNK INJURY",45.3754236382105,-122.755608070286,W,"I5 FY SB/SW SAGERT ST",5
91268,140400022,"2014-04-01 06:17:16","MVA-INJURY ACCID",45.3403611862597,-122.773579937202,W,"SW BOONES FERRY RD/SW DAY RD",5
96486,140403227,"2014-04-23 15:52:09","MVA-INJURY ACCID",45.3555031220358,-122.774764355256,W,"SW IOWA DR/SW BOONES FERRY RD",5
96495,140403233,"2014-04-23 16:20:07","MVA-UNK INJURY",45.3795094606659,-122.753504018481,W,"I5 FY NB/EXIT 289 (NYBERG)",5
96932,140403489,"2014-04-25 12:15:48","MVA-UNK INJURY",45.3655137158566,-122.759045639859,W,"I5 FY NB/EXIT 288 (I205 NB)",5
99892,140500981,"2014-05-07 15:07:58","MVA-INJURY ACCID",45.3607296191975,-122.774517771178,W,"SW BOONES FERRY RD/SW IBACH ST",5
99893,140500982,"2014-05-07 15:08:43","MVA-INJURY ACCID",45.3607296191975,-122.774517771178,W,"SW BOONES FERRY RD/SW IBACH ST",5
103137,140503018,"2014-05-20 14:17:37","MVA-INJURY ACCID",45.3094171180366,-122.764362143779,W,"SW TOWN CENTE LP W/SW PARKWAY AV",5
103657,140503344,"2014-05-22 15:51:26","MVA-INJURY ACCID",45.365446841139,-122.759097480683,W,"I5 FY NB/I205 EXIT",5
104845,140504089,"2014-05-28 00:02:36","MVA-UNK INJURY",45.3479239944988,-122.766208277195,W,"I5 FY NB/287 MP",5
104959,140504164,"2014-05-28 14:39:56","MVA-UNK INJURY",45.3751726546089,-122.755255532493,W,"I5 FY NB/289 MP",5
104962,140504163,"2014-05-28 14:37:54","MVA-INJURY ACCID",45.3764338210747,-122.754748771341,W,"I5 FY NB/I205 N OF",5
105396,140504419,"2014-05-30 10:08:38","MVA-INJURY ACCID",45.3614349924578,-122.760783199498,W,"I5 FY NB/288 MP",5
107196,140600970,"2014-06-07 07:12:18","MVA-INJURY ACCID",45.3614349924578,-122.760783199498,W,"I5 FY NB/288 MP",5
109385,140602420,"2014-06-16 13:35:51","MVA-INJURY ACCID",45.355511054803,-122.762030780494,W,"SW NORWOOD RD/SW 82ND AV",5
110349,140603050,"2014-06-20 12:16:23","MVA-UNK INJURY",45.3174834765044,-122.757728834545,W,"SW BOECKMAN RD/SW CANYON CR RD N",5
110402,140603091,"2014-06-20 15:55:00","MVA-UNK INJURY",45.3192455906085,-122.769497646402,W,"I5 FY SB/285 MP",5
110407,140603094,"2014-06-20 16:01:27","MVA-INJURY ACCID",45.331471674807,-122.769533432495,W,"I5 FY SB/ELLIGSEN S OF",5
110847,140603369,"2014-06-22 13:06:44","MVA-INJURY ACCID",45.3706200813582,-122.747741179159,W,"I5-I205 RA SB/I205 FY NB",5
111354,140603687,"2014-06-24 16:38:26","MVA-UNK INJURY",45.3537102602062,-122.763877832618,W,"I5 FY NB/SW NORWOOD RD",5
111377,140603702,"2014-06-24 17:53:28","MVA-INJURY ACCID",45.3611605053456,-122.761344447577,W,"I5 FY SB/288 MP",5
111744,140603914,"2014-06-26 08:36:18","MVA-UNK INJURY",45.3367138307818,-122.772372258707,W,"25410 SW 95TH AV",5
111810,140603954,"2014-06-26 13:53:47","MVA-UNK INJURY",45.3751726546089,-122.755255532493,W,"I5 FY NB/289 MP",5
170318,140701068,"2014-07-07 16:26:17","MVA-INJURY ACCID",45.3192455906085,-122.769497646402,W,"I5 FY SB/285 MP",5
170324,140701053,"2014-07-07 15:13:06","MVA-INJURY ACCID",45.3335649979285,-122.769546802219,W,"I5 FY SB/286 MP",5
170329,140701066,"2014-07-07 16:24:00","MVA-INJURY ACCID",45.3361117059039,-122.769527660262,W,"I5 FY SB/SW ELLIGSEN RD",5
170596,140701247,"2014-07-08 16:51:42","MVA-UNK INJURY",45.3059146740034,-122.769550090488,W,"I5 FY SB/284 MP",5
170623,140701261,"2014-07-08 18:14:05","MVA-INJURY ACCID",45.3655137158566,-122.759045639859,W,"I5 FY NB/EXIT 288 (I205 NB)",5
171884,140702046,"2014-07-13 10:25:08","MVA-INJURY ACCID",45.3127198096828,-122.74672527073,W,"SW WILSONVILLE RD/SW MEADOWS LP",5
171899,140702045,"2014-07-13 10:24:39","MVA-INJURY ACCID",45.3127198096828,-122.74672527073,W,"SW MEADOWS LP/SW WILSONVILLE RD",5
171943,140702077,"2014-07-13 14:30:43","MVA-UNK INJURY",45.3315623496488,-122.792667923285,W,"26045 SW GRAHAMS FERRY RD",5
173142,140702815,"2014-07-17 20:47:39","MVA-INJURY ACCID",45.3192514763384,-122.769062279041,W,"I5 FY NB/285 MP",5
173200,140702845,"2014-07-18 04:04:00","MVA-UNK INJURY",45.3646357730276,-122.75945843098,W,"I5 FY NB/I205 S OF",5
174677,140703800,"2014-07-23 17:47:05","MVA-INJURY ACCID",45.3174559770209,-122.769527491138,W,"I5 FY SB/SW BOECKMAN RD",5
174684,140703799,"2014-07-23 17:46:28","MVA-INJURY ACCID",45.3057853499095,-122.76956827122,W,"I5 FY SB/EXIT 283 (WILSONVILL",5
178183,140800939,"2014-08-06 16:16:55","MVA-UNK INJURY",45.365446841139,-122.759097480683,W,"I5 FY NB/I205 EXIT",5
178190,140800937,"2014-08-06 16:16:30","MVA-INJURY ACCID",45.3706200813582,-122.747741179159,W,"I205 FY NB/I5-I205 RA NB",5
178779,140801312,"2014-08-08 17:42:29","MVA-UNK INJURY",45.3699024089905,-122.706169905955,W,"I205 FY NB/SW STAFFORD RD",5
181156,140802866,"2014-08-18 12:13:12","MVA-UNK INJURY",45.3057853499095,-122.76956827122,W,"I5 FY SB/EXIT 283 (WILSONVILL",5
181684,140803285,"2014-08-20 20:23:19","MVA-INJURY ACCID",45.3367138307818,-122.772372258707,W,"25410 SW 95TH AV",5
183566,140804458,"2014-08-27 22:22:19","MVA-INJURY ACCID",45.3551257045464,-122.765008224195,W,"22825 SW MANDAN DR",5
183572,140804457,"2014-08-27 22:22:07","MVA-INJURY ACCID",45.3547238774045,-122.764653662517,W,"22850 SW MANDAN DR",5
184101,140804773,"2014-08-29 20:22:59","MVA-UNK INJURY",45.3226453239417,-122.743460504816,W,"27350 SW STAFFORD RD",5
184661,140900057,"2014-09-01 13:21:34","MVA-INJURY ACCID",45.3751726546089,-122.755255532493,W,"289 MP/I5 FY NB",5
185827,140900762,"2014-09-05 22:11:14","MVA-INJURY ACCID",45.3057853499095,-122.76956827122,W,"I5 FY SB/EXIT 283 (WILSONVILL",5
188196,140902312,"2014-09-14 17:31:26","MVA-INJURY ACCID",45.3029502511913,-122.769047125008,W,"I5 FY NB/SW WILSONVILLE RD",5
188480,140902471,"2014-09-15 16:40:59","MVA-INJURY ACCID",45.3751726546089,-122.755255532493,W,"I5 FY NB/289 MP",5
188657,140902575,"2014-09-16 08:23:41","MVA-UNK INJURY",45.3330300825594,-122.790898563146,W,"25800-BLK SW GRAHAMS FERRY",5
189414,140903068,"2014-09-19 01:57:21","MVA-UNK INJURY",45.3319422676399,-122.769186503867,W,"I5 FY NB/ELLIGSEN OFF RA",5
190356,140903676,"2014-09-22 17:21:20","MVA-INJURY ACCID",45.3537120813471,-122.764341011063,W,"I5 FY SB/SW NORWOOD RD",5
190939,140903997,"2014-09-24 17:18:50","MVA-UNK INJURY",45.3057853499095,-122.76956827122,W,"I5 FY SB/EXIT 283 (WILSONVILL",5
191022,140904043,"2014-09-25 00:31:58","MVA-INJURY ACCID",45.3706200813582,-122.747741179159,W,"I205 FY NB/I5-I205 RA SB",5
192237,140904809,"2014-09-30 07:58:38","MVA-UNK INJURY",45.3314706907411,-122.769167720542,W,"I5 FY NB/ELLIGSEN S OF",5
192683,141000147,"2014-10-02 03:04:18","MVA-INJURY ACCID",45.3192514763384,-122.769062279041,W,"I5 FY NB/285 MP",5
195941,141002116,"2014-10-15 15:17:17","MVA-UNK INJURY",45.3699024089905,-122.706169905955,W,"I205 FY NB/SW STAFFORD RD",5
196218,141002282,"2014-10-16 17:30:06","MVA-INJURY ACCID",45.3361117059039,-122.769527660262,W,"I5 FY SB/SW ELLIGSEN RD",5
196461,141002443,"2014-10-17 16:54:00","MVA-UNK INJURY",45.3360129440839,-122.769111338338,W,"I5 FY NB/SW ELLIGSEN RD",5
196515,141002475,"2014-10-17 19:57:21","MVA-UNK INJURY",45.3361117059039,-122.769527660262,W,"I5 FY SB/SW ELLIGSEN RD",5
198328,141003579,"2014-10-25 13:32:45","MVA-INJURY ACCID",45.3319422676399,-122.769186503867,W,"I5 FY NB/EXIT 286 (ELLIGSEN)",5
200770,141100489,"2014-11-04 14:54:52","MVA-UNK INJURY",45.3359000950052,-122.743503986242,W,"SW STAFFORD RD/SW 65TH AV",5
206319,141100994,"2014-11-07 17:44:07","MVA-UNK INJURY",45.3360129440839,-122.769111338338,W,"I5 FY NB/SW ELLIGSEN RD",5
206327,141100993,"2014-11-07 17:39:13","MVA-INJURY ACCID",45.3537102602062,-122.763877832618,W,"I5 FY NB/SW NORWOOD RD",5
206353,141101012,"2014-11-07 19:25:42","MVA-UNK INJURY",45.3335846694765,-122.769107984276,W,"I5 FY NB/286 MP",5
206356,141101011,"2014-11-07 19:22:13","MVA-INJURY ACCID",45.3360129440839,-122.769111338338,W,"I5 FY NB/SW ELLIGSEN RD",5
213623,141102600,"2014-11-17 17:05:12","MVA-INJURY ACCID",45.3283025171982,-122.768839261728,W,"SW PARKWAY AV/SW WIEDEMANN RD",5
214805,141103300,"2014-11-22 02:05:22","MVA-INJURY ACCID",45.3795094606659,-122.753504018481,W,"I5 FY NB/EXIT 289 (NYBERG)",5
215660,141103835,"2014-11-25 19:49:12","MVA-UNK INJURY",45.3319422676399,-122.769186503867,W,"I5 FY NB/EXIT 286 (ELLIGSEN)",5
215938,141104019,"2014-11-27 02:21:14","MVA-UNK INJURY",45.3359000950052,-122.743503986242,W,"SW 65TH AV/SW STAFFORD RD",5
216020,141104077,"2014-11-27 13:38:37","MVA-INJURY ACCID",45.3393847690501,-122.769409063883,W,"I5 FY SB/EXIT 286 (ELLIGSEN)",5
216273,141104243,"2014-11-28 18:02:27","MVA-INJURY ACCID",45.3479239944988,-122.766208277195,W,"I5 FY NB/287 MP",5
216954,141200107,"2014-12-01 20:19:26","MVA-UNK INJURY",45.3057853499095,-122.76956827122,W,"I5 FY SB/EXIT 283 (WILSONVILL",5
218180,141201387,"2014-12-10 16:24:48","MVA-UNK INJURY",45.3319928805394,-122.766076384671,W,"SW PARKWAY CENT DR/SW HEATHER PL",5
218251,141201451,"2014-12-11 04:22:13","MVA-UNK INJURY",45.365446841139,-122.759097480683,W,"I5 FY NB/I205 EXIT",5
218806,141201856,"2014-12-12 16:37:50","MVA-UNK INJURY",45.3751726546089,-122.755255532493,W,"I5/ 289",5
218831,141201869,"2014-12-12 18:18:29","MVA-UNK INJURY",45.3795094606659,-122.753504018481,W,"I5/ EXIT 289 (NYBERG)",5
219100,141202026,"2014-12-13 18:01:49","MVA-INJURY ACCID",45.3646357730276,-122.75945843098,W,"I5/ I205 S OF",5
219266,141202125,"2014-12-14 12:56:53","MVA-UNK INJURY",45.3319418032505,-122.75782721844,W,"26000 CANYON CREEK/7800 BURNS",5
219854,141202457,"2014-12-16 19:05:57","MVA-INJURY ACCID",45.3652949305536,-122.600798257077,W,"I205/ EXIT 9 (OREGON CITY)",5
220097,141202593,"2014-12-17 18:18:46","MVA-UNK INJURY",45.3363801292392,-122.743791331665,W,"6501 ELLIGSEN/25298 65TH",5
220140,141202612,"2014-12-17 21:00:29","MVA-INJURY ACCID",45.3551553499402,-122.77569616122,W,"SW 96TH DR & SW ERIO PL",5
220713,141202931,"2014-12-20 00:49:59","MVA-INJURY ACCID",45.3271812270748,-122.768790720149,W,"26700 PARKWAY/ PRINTER",5
221007,141203103,"2014-12-21 05:12:45","MVA-UNK INJURY",45.3361117059039,-122.769527660262,W,"I5/8890 ELLIGSEN",5
221010,141203102,"2014-12-21 05:12:20","MVA-UNK INJURY",45.3192455906085,-122.769497646402,W,"I5/ 285",5
